name,street,city,visit,infractions
Min's Outdoor Catering,Wawa Municipal Airport,Wawa,2017-08-12,No infractions found at the time of inspection
Min's Outdoor Catering,Wawa Municipal Airport,Wawa,2017-08-11,No infractions found at the time of inspection
Min's Outdoor Catering,Wawa Municipal Airport,Wawa,2017-08-11,No infractions found at the time of inspection
Minelli's Take Out,701 Pine Street,Sault Ste. Marie,2017-03-15,General housekeeping is satisfactory
Minelli's Take Out,701 Pine Street,Sault Ste. Marie,2017-03-15,Food protected from potential contamination and adulteration
Minelli's Take Out,701 Pine Street,Sault Ste. Marie,2017-03-15,Proper use and storage of clean utensils (including single service utensils)
Minelli's Take Out,701 Pine Street,Sault Ste. Marie,2016-10-28,No infractions found at the time of inspection
Minelli's Take Out,701 Pine Street,Sault Ste. Marie,2016-10-28,No infractions found at the time of inspection
Minelli's Take Out,701 Pine Street,Sault Ste. Marie,2016-10-19,"Floors, walls, and ceilings clean and in good repair"
Minelli's Take Out,701 Pine Street,Sault Ste. Marie,2016-10-19,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Misty's 50's,658  Second Line,Sault Ste. Marie,2017-10-18,Food protected from potential contamination and adulteration
Misty's 50's,658  Second Line,Sault Ste. Marie,2017-10-18,Re-heating: to original cooking temperature within 2 hours
Misty's 50's,658  Second Line,Sault Ste. Marie,2017-05-12,No infractions found at the time of inspection
Misty's 50's,658  Second Line,Sault Ste. Marie,2017-05-12,No infractions found at the time of inspection
Misty's 50's,658  Second Line,Sault Ste. Marie,2016-11-10,No infractions found at the time of inspection
Misty's 50's,658  Second Line,Sault Ste. Marie,2016-11-10,No infractions found at the time of inspection
Moir's Convenience Store,51 Francis Street,Thessalon,2017-08-01,No infractions found at the time of inspection
Moir's Convenience Store,51 Francis Street,Thessalon,2017-08-01,No infractions found at the time of inspection
Moir's Convenience Store,51 Francis Street,Thessalon,2017-01-31,No infractions found at the time of inspection
Moir's Convenience Store,51 Francis Street,Thessalon,2017-01-31,No infractions found at the time of inspection
Mom's,1581 Bridge Road,Richard's Landing,2017-09-25,No infractions found at the time of inspection
Mom's,1581 Bridge Road,Richard's Landing,2017-09-25,No infractions found at the time of inspection
Mom's,1581 Bridge Road,Richard's Landing,2017-03-14,No infractions found at the time of inspection
Mom's,1581 Bridge Road,Richard's Landing,2017-03-14,No infractions found at the time of inspection
Mom's,1581 Bridge Road,Richard's Landing,2016-09-28,Food is held at 4°C (40°F) or less
Mom's,1581 Bridge Road,Richard's Landing,2016-09-28,No infractions found at the time of inspection
Monique's,181 Causley St,Blind River,2017-11-15,"Floors, walls, and ceilings clean and in good repair"
Monique's,181 Causley St,Blind River,2017-11-15,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Monique's,181 Causley St,Blind River,2017-11-15,Thermometers used to verify food preparation and storage temperatures;
Monique's,181 Causley St,Blind River,2017-11-15,"Manual dishwashing: Wash, rinse, sanitize technique"
Monique's,181 Causley St,Blind River,2017-08-30,"Floors, walls, and ceilings clean and in good repair"
Monique's,181 Causley St,Blind River,2017-08-30,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Monique's,181 Causley St,Blind River,2017-08-30,Thermometers used to verify food preparation and storage temperatures;
Monique's,181 Causley St,Blind River,2017-08-30,No infractions found at the time of inspection
Monique's,181 Causley St,Blind River,2017-03-17,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Monique's,181 Causley St,Blind River,2017-03-17,No infractions found at the time of inspection
Moose Lodge - Fish Fry,543 Trunk Road,Sault Ste. Marie,2017-04-18,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Moose Lodge - Fish Fry,543 Trunk Road,Sault Ste. Marie,2017-04-18,No infractions found at the time of inspection
Moose Lodge - Fish Fry,543 Trunk Road,Sault Ste. Marie,2016-02-17,No infractions found at the time of inspection
Moose Lodge - Fish Fry,543 Trunk Road,Sault Ste. Marie,2016-02-17,No infractions found at the time of inspection
Moose Lodge - Fish Fry,543 Trunk Road,Sault Ste. Marie,2016-02-12,"Adequate protection against the entrance of insects, birds, rodents, and other pests and animals"
Moose Lodge - Fish Fry,543 Trunk Road,Sault Ste. Marie,2016-02-12,Thermometers used to verify food preparation and storage temperatures;
Moose Lodge - Fish Fry,543 Trunk Road,Sault Ste. Marie,2016-02-12,No infractions found at the time of inspection
Morning Star - Algoma University,1520 Queen St.,Sault Ste. Marie,2017-09-06,No infractions found at the time of inspection
Morning Star - Algoma University,1520 Queen St.,Sault Ste. Marie,2017-09-06,Food protected from potential contamination and adulteration
Morning Star - Algoma University,1520 Queen St.,Sault Ste. Marie,2017-03-06,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Morning Star - Algoma University,1520 Queen St.,Sault Ste. Marie,2017-03-06,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Morning Star - Algoma University,1520 Queen St.,Sault Ste. Marie,2017-03-06,Food is held at 4°C (40°F) or less
Morning Star - Algoma University,1520 Queen St.,Sault Ste. Marie,2016-09-27,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Morning Star - Algoma University,1520 Queen St.,Sault Ste. Marie,2016-09-27,Food protected from potential contamination and adulteration
Morning Star - Algoma University,1520 Queen St.,Sault Ste. Marie,2016-09-27,Proper use and storage of clean utensils (including single service utensils)
Morning Star Tim Hortons,1520 Queen Street East,Sault Ste. Marie,2017-09-06,No infractions found at the time of inspection
Morning Star Tim Hortons,1520 Queen Street East,Sault Ste. Marie,2017-09-06,No infractions found at the time of inspection
Morning Star Tim Hortons,1520 Queen Street East,Sault Ste. Marie,2017-03-06,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Morning Star Tim Hortons,1520 Queen Street East,Sault Ste. Marie,2017-03-06,Proper use and storage of clean utensils (including single service utensils)
Morning Star Tim Hortons,1520 Queen Street East,Sault Ste. Marie,2016-08-17,No infractions found at the time of inspection
Morning Star Tim Hortons,1520 Queen Street East,Sault Ste. Marie,2016-08-17,Food is held at 4°C (40°F) or less
Mother of God Catholic Church,303  Old Highway 17 Road,Goulais River,2016-09-02,No infractions found at the time of inspection
Mother of God Catholic Church,303  Old Highway 17 Road,Goulais River,2016-09-02,No infractions found at the time of inspection
Mother of God Catholic Church,303  Old Highway 17 Road,Goulais River,2015-12-14,No infractions found at the time of inspection
Mother of God Catholic Church,303  Old Highway 17 Road,Goulais River,2015-12-14,No infractions found at the time of inspection
Mother of God Catholic Church,303  Old Highway 17 Road,Goulais River,2014-12-18,Thermometers used to verify food preparation and storage temperatures;
Mother of God Catholic Church,303  Old Highway 17 Road,Goulais River,2014-12-18,No infractions found at the time of inspection
Mount Dufour Ski Area,10 Ski Hill Rd,Elliot Lake,2017-02-17,No infractions found at the time of inspection
Mount Dufour Ski Area,10 Ski Hill Rd,Elliot Lake,2017-02-17,No infractions found at the time of inspection
Mount Dufour Ski Area,10 Ski Hill Rd,Elliot Lake,2016-12-21,Mechanical ventilation operable where required
Mount Dufour Ski Area,10 Ski Hill Rd,Elliot Lake,2016-12-21,Thermometers used to verify food preparation and storage temperatures;
Mount Dufour Ski Area,10 Ski Hill Rd,Elliot Lake,2016-12-21,No infractions found at the time of inspection
Mount Dufour Ski Area,10 Ski Hill Rd,Elliot Lake,2015-03-20,No infractions found at the time of inspection
Mount Dufour Ski Area,10 Ski Hill Rd,Elliot Lake,2015-03-20,No infractions found at the time of inspection
Mountain View P.S. Serving Kitchen,Mahler Rd,Goulais River,2016-01-28,No infractions found at the time of inspection
Mountain View P.S. Serving Kitchen,Mahler Rd,Goulais River,2016-01-28,No infractions found at the time of inspection
Mountainview Lodge Restaurant,4280 Highway 556,Searchmont,2017-09-20,No infractions found at the time of inspection
Mountainview Lodge Restaurant,4280 Highway 556,Searchmont,2017-09-20,No infractions found at the time of inspection
Mountainview Lodge Restaurant,4280 Highway 556,Searchmont,2017-03-13,No infractions found at the time of inspection
Mountainview Lodge Restaurant,4280 Highway 556,Searchmont,2017-03-13,No infractions found at the time of inspection
Mountainview Lodge Restaurant,4280 Highway 556,Searchmont,2016-08-15,Food is held at 4°C (40°F) or less
Mountainview Lodge Restaurant,4280 Highway 556,Searchmont,2016-08-15,No infractions found at the time of inspection
Mr. Submarine,255 Trunk Road,Sault Ste. Marie,2017-03-13,No infractions found at the time of inspection
Mr. Submarine,255 Trunk Road,Sault Ste. Marie,2017-03-13,No infractions found at the time of inspection
Mr. Submarine,255 Trunk Road,Sault Ste. Marie,2016-01-27,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Mr. Submarine,255 Trunk Road,Sault Ste. Marie,2016-01-27,No infractions found at the time of inspection
Mr. Submarine,255 Trunk Road,Sault Ste. Marie,2015-09-08,Certified food handler on site during inspection
Mr. Submarine,255 Trunk Road,Sault Ste. Marie,2015-09-08,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Mr.Fries Chip Stand,207 Highway 17,White River,2014-03-12,No infractions found at the time of inspection
Mr.Fries Chip Stand,207 Highway 17,White River,2014-03-12,No infractions found at the time of inspection
Mrs B's Westside,459B  Second Line,Sault Ste. Marie,2017-09-25,No infractions found at the time of inspection
Mrs B's Westside,459B  Second Line,Sault Ste. Marie,2017-09-25,No infractions found at the time of inspection
Mrs B's Westside,459B  Second Line,Sault Ste. Marie,2017-05-04,No infractions found at the time of inspection
Mrs B's Westside,459B  Second Line,Sault Ste. Marie,2017-05-04,No infractions found at the time of inspection
Mrs B's Westside,459B  Second Line,Sault Ste. Marie,2016-09-28,No infractions found at the time of inspection
Mrs B's Westside,459B  Second Line,Sault Ste. Marie,2016-09-28,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Mrs B's Westside,459B  Second Line,Sault Ste. Marie,2016-09-28,Hand washing basin with supplies of soap and paper towels in dispensers
Mrs. B's,97 Great Northern Road,Sault Ste. Marie,2017-11-15,No infractions found at the time of inspection
Mrs. B's,97 Great Northern Road,Sault Ste. Marie,2017-11-15,No infractions found at the time of inspection
Mrs. B's,97 Great Northern Road,Sault Ste. Marie,2017-06-28,"Adequate protection against the entrance of insects, birds, rodents, and other pests and animals"
Mrs. B's,97 Great Northern Road,Sault Ste. Marie,2017-06-28,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Mrs. B's,97 Great Northern Road,Sault Ste. Marie,2017-06-28,"Floors, walls, and ceilings clean and in good repair"
Mrs. B's,97 Great Northern Road,Sault Ste. Marie,2017-06-28,Food protected from potential contamination and adulteration
Mrs. B's,97 Great Northern Road,Sault Ste. Marie,2016-11-02,No infractions found at the time of inspection
Mrs. B's,97 Great Northern Road,Sault Ste. Marie,2016-11-02,Food is held at 4°C (40°F) or less
Mrs. B's Pizza & Snack Bar,76  East Street,Sault Ste. Marie,2017-05-11,"Adequate protection against the entrance of insects, birds, rodents, and other pests and animals"
Mrs. B's Pizza & Snack Bar,76  East Street,Sault Ste. Marie,2017-05-11,"Food contact surfaces properly designed, constructed, installed and maintained"
Mrs. B's Pizza & Snack Bar,76  East Street,Sault Ste. Marie,2017-05-11,No infractions found at the time of inspection
Mrs. B's Pizza & Snack Bar,76  East Street,Sault Ste. Marie,2016-12-05,No infractions found at the time of inspection
Mrs. B's Pizza & Snack Bar,76  East Street,Sault Ste. Marie,2016-12-05,No infractions found at the time of inspection
Mrs. B's Pizza & Snack Bar,76  East Street,Sault Ste. Marie,2016-11-17,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Mrs. B's Pizza & Snack Bar,76  East Street,Sault Ste. Marie,2016-11-17,"Floors, walls, and ceilings clean and in good repair"
Mrs. B's Pizza & Snack Bar,76  East Street,Sault Ste. Marie,2016-11-17,"Food contact surfaces properly designed, constructed, installed and maintained"
Mrs. B's Pizza & Snack Bar,76  East Street,Sault Ste. Marie,2016-11-17,Food protected from potential contamination and adulteration
Muio's Restaurant,685  Queen Street,Sault Ste. Marie,2017-10-18,"Food contact surfaces properly designed, constructed, installed and maintained"
Muio's Restaurant,685  Queen Street,Sault Ste. Marie,2017-10-18,Mechanical ventilation operable where required
Muio's Restaurant,685  Queen Street,Sault Ste. Marie,2017-10-18,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Muio's Restaurant,685  Queen Street,Sault Ste. Marie,2017-10-18,No infractions found at the time of inspection
Muio's Restaurant,685  Queen Street,Sault Ste. Marie,2017-06-14,Food is held at 4°C (40°F) or less
Muio's Restaurant,685  Queen Street,Sault Ste. Marie,2017-06-14,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Muio's Restaurant,685  Queen Street,Sault Ste. Marie,2017-06-14,Thermometers used to verify food preparation and storage temperatures;
Muio's Restaurant,685  Queen Street,Sault Ste. Marie,2017-06-14,Washing hands thoroughly before and after handling food
Muio's Restaurant,685  Queen Street,Sault Ste. Marie,2016-12-07,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Muio's Restaurant,685  Queen Street,Sault Ste. Marie,2016-12-07,No infractions found at the time of inspection
Mum's  Place,4  Prince Edward Walk,Elliot Lake,2017-10-18,"Floors, walls, and ceilings clean and in good repair"
Mum's  Place,4  Prince Edward Walk,Elliot Lake,2017-10-18,General housekeeping is satisfactory
Mum's  Place,4  Prince Edward Walk,Elliot Lake,2017-10-18,No infractions found at the time of inspection
Mum's  Place,4  Prince Edward Walk,Elliot Lake,2017-02-08,No infractions found at the time of inspection
Mum's  Place,4  Prince Edward Walk,Elliot Lake,2017-02-08,No infractions found at the time of inspection
Mum's  Place,4  Prince Edward Walk,Elliot Lake,2016-10-19,No infractions found at the time of inspection
Mum's  Place,4  Prince Edward Walk,Elliot Lake,2016-10-19,No infractions found at the time of inspection
Mustang's Grill,24 Woodward Avenue,Blind River,2017-11-20,No infractions found at the time of inspection
Mustang's Grill,24 Woodward Avenue,Blind River,2017-11-20,Food protected from potential contamination and adulteration
Mustang's Grill,24 Woodward Avenue,Blind River,2017-04-10,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Mustang's Grill,24 Woodward Avenue,Blind River,2017-04-10,No infractions found at the time of inspection
Mustang's Grill,24 Woodward Avenue,Blind River,2016-12-05,No infractions found at the time of inspection
Mustang's Grill,24 Woodward Avenue,Blind River,2016-12-05,No infractions found at the time of inspection
National Grocers,173  Trelawne,Sault Ste. Marie,2016-08-05,No infractions found at the time of inspection
National Grocers,173  Trelawne,Sault Ste. Marie,2016-08-05,No infractions found at the time of inspection
National Grocers,173  Trelawne,Sault Ste. Marie,2015-08-25,No infractions found at the time of inspection
National Grocers,173  Trelawne,Sault Ste. Marie,2015-08-25,Food protected from potential contamination and adulteration
National Grocers,173  Trelawne,Sault Ste. Marie,2014-08-12,No infractions found at the time of inspection
National Grocers,173  Trelawne,Sault Ste. Marie,2014-08-12,Separate raw foods from ready-to-eat foods during storage and handling
"New ""A"" Pub",602 Bay St,Sault Ste. Marie,2016-09-09,No infractions found at the time of inspection
"New ""A"" Pub",602 Bay St,Sault Ste. Marie,2016-09-09,No infractions found at the time of inspection
"New ""A"" Pub",602 Bay St,Sault Ste. Marie,2016-09-07,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
"New ""A"" Pub",602 Bay St,Sault Ste. Marie,2016-09-07,No infractions found at the time of inspection
"New ""A"" Pub",602 Bay St,Sault Ste. Marie,2015-10-01,No infractions found at the time of inspection
"New ""A"" Pub",602 Bay St,Sault Ste. Marie,2015-10-01,No infractions found at the time of inspection
New Northern Delights - Kinsmen,780 Landslide Road,Sault Ste. Marie,2014-06-09,No infractions found at the time of inspection
New Northern Delights - Kinsmen,780 Landslide Road,Sault Ste. Marie,2014-06-09,No infractions found at the time of inspection
New Northern Delights - Kinsmen,780 Landslide Road,Sault Ste. Marie,2013-07-24,Proper use and storage of clean utensils (including single service utensils)
New Northern Delights - Kinsmen,780 Landslide Road,Sault Ste. Marie,2013-07-24,Thermometers used to verify food preparation and storage temperatures;
New Northern Delights - Kinsmen,780 Landslide Road,Sault Ste. Marie,2013-07-24,No infractions found at the time of inspection
New Northern Delights - Kinsmen,780 Landslide Road,Sault Ste. Marie,2011-09-13,No infractions found at the time of inspection
New Northern Delights - Kinsmen,780 Landslide Road,Sault Ste. Marie,2011-09-13,No infractions found at the time of inspection
New York Fries,293 Bay Street,Sault Ste. Marie,2016-08-18,No infractions found at the time of inspection
New York Fries,293 Bay Street,Sault Ste. Marie,2016-08-18,No infractions found at the time of inspection
New York Fries,293 Bay Street,Sault Ste. Marie,2015-09-30,No infractions found at the time of inspection
New York Fries,293 Bay Street,Sault Ste. Marie,2015-09-30,No infractions found at the time of inspection
New York Fries,293 Bay Street,Sault Ste. Marie,2014-07-15,No infractions found at the time of inspection
New York Fries,293 Bay Street,Sault Ste. Marie,2014-07-15,No infractions found at the time of inspection
Nibblers Fish & Chips,127 Front St.,Spanish,2017-06-09,No infractions found at the time of inspection
Nibblers Fish & Chips,127 Front St.,Spanish,2017-06-09,No infractions found at the time of inspection
Nibblers Fish & Chips,127 Front St.,Spanish,2017-05-30,Food is frozen at -18°C (0°F) or less
Nibblers Fish & Chips,127 Front St.,Spanish,2017-05-30,Food is held at 4°C (40°F) or less
Nibblers Fish & Chips,127 Front St.,Spanish,2017-05-30,Sanitary maintenance of and provision of required supplies in staff / public washroom facilities
Nibblers Fish & Chips,127 Front St.,Spanish,2017-05-30,No infractions found at the time of inspection
Nibblers Fish & Chips,127 Front St.,Spanish,2011-08-02,No infractions found at the time of inspection
Nibblers Fish & Chips,127 Front St.,Spanish,2011-08-02,No infractions found at the time of inspection
No Place Special,B-4683 Highway 17,Spragge,2017-10-31,No infractions found at the time of inspection
No Place Special,B-4683 Highway 17,Spragge,2017-10-31,No infractions found at the time of inspection
No Place Special,B-4683 Highway 17,Spragge,2017-08-14,Food is frozen at -18°C (0°F) or less
No Place Special,B-4683 Highway 17,Spragge,2017-08-14,The premises is operated and maintained free from every condition that may be a health hazard
No Place Special,B-4683 Highway 17,Spragge,2017-03-20,Food is frozen at -18°C (0°F) or less
No Place Special,B-4683 Highway 17,Spragge,2017-03-20,Hot holding: minimum of 60°C (140°F) after cooking / rapid re-heating
No Place Special,B-4683 Highway 17,Spragge,2017-03-20,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
No Place Special,B-4683 Highway 17,Spragge,2017-03-20,No infractions found at the time of inspection
Normandy Lodge,PO BOX 997 KABENUNG LAKE,DAHL,2014-06-04,No infractions found at the time of inspection
Normandy Lodge,PO BOX 997 KABENUNG LAKE,DAHL,2014-06-04,No infractions found at the time of inspection
Normandy Lodge,PO BOX 997 KABENUNG LAKE,DAHL,2012-10-23,No infractions found at the time of inspection
Normandy Lodge,PO BOX 997 KABENUNG LAKE,DAHL,2012-10-23,No infractions found at the time of inspection
North 82 Steak & Beverage,82  Great Northern Road,Sault Ste. Marie,2017-11-08,"Adequate protection against the entrance of insects, birds, rodents, and other pests and animals"
North 82 Steak & Beverage,82  Great Northern Road,Sault Ste. Marie,2017-11-08,Food protected from potential contamination and adulteration
North 82 Steak & Beverage,82  Great Northern Road,Sault Ste. Marie,2017-11-08,Separate raw foods from ready-to-eat foods during storage and handling
North 82 Steak & Beverage,82  Great Northern Road,Sault Ste. Marie,2017-06-16,"Adequate protection against the entrance of insects, birds, rodents, and other pests and animals"
North 82 Steak & Beverage,82  Great Northern Road,Sault Ste. Marie,2017-06-16,Food is held at 4°C (40°F) or less
North 82 Steak & Beverage,82  Great Northern Road,Sault Ste. Marie,2017-02-28,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
North 82 Steak & Beverage,82  Great Northern Road,Sault Ste. Marie,2017-02-28,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
North 82 Steak & Beverage,82  Great Northern Road,Sault Ste. Marie,2017-02-28,Food protected from potential contamination and adulteration
North 82 Steak & Beverage,82  Great Northern Road,Sault Ste. Marie,2017-02-28,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
North 82 Steak & Beverage,82  Great Northern Road,Sault Ste. Marie,2017-02-28,Separate raw foods from ready-to-eat foods during storage and handling
North Central Co-op Inc.Store,204  ELGIN STREET,White River,2017-01-26,No infractions found at the time of inspection
North Central Co-op Inc.Store,204  ELGIN STREET,White River,2017-01-26,No infractions found at the time of inspection
North Central Co-op Inc.Store,204  ELGIN STREET,White River,2016-11-29,No infractions found at the time of inspection
North Central Co-op Inc.Store,204  ELGIN STREET,White River,2016-11-29,No infractions found at the time of inspection
North Central Co-op Inc.Store,204  ELGIN STREET,White River,2016-02-09,No infractions found at the time of inspection
North Central Co-op Inc.Store,204  ELGIN STREET,White River,2016-02-09,No infractions found at the time of inspection
North Central Co-op Inc.Take Out,204  ELGIN STREET,White River,2017-01-26,No infractions found at the time of inspection
North Central Co-op Inc.Take Out,204  ELGIN STREET,White River,2017-01-26,No infractions found at the time of inspection
North Central Co-op Inc.Take Out,204  ELGIN STREET,White River,2016-11-29,No infractions found at the time of inspection
North Central Co-op Inc.Take Out,204  ELGIN STREET,White River,2016-11-29,No infractions found at the time of inspection
North Central Co-op Inc.Take Out,204  ELGIN STREET,White River,2016-02-09,No infractions found at the time of inspection
North Central Co-op Inc.Take Out,204  ELGIN STREET,White River,2016-02-09,No infractions found at the time of inspection
North of 17 Restaurant,68  Broadway Avenue,Wawa,2017-04-02,No infractions found at the time of inspection
North of 17 Restaurant,68  Broadway Avenue,Wawa,2017-04-02,No infractions found at the time of inspection
North of 17 Restaurant,68  Broadway Avenue,Wawa,2017-03-31,No infractions found at the time of inspection
North of 17 Restaurant,68  Broadway Avenue,Wawa,2017-03-31,No infractions found at the time of inspection
North of 17 Restaurant,68  Broadway Avenue,Wawa,2016-11-29,No infractions found at the time of inspection
North of 17 Restaurant,68  Broadway Avenue,Wawa,2016-11-29,No infractions found at the time of inspection
North Shore Health Network Kitchen,525 Causley Street,Blind River,2017-11-06,No infractions found at the time of inspection
North Shore Health Network Kitchen,525 Causley Street,Blind River,2017-11-06,Food is held at 4°C (40°F) or less
North Shore Health Network Kitchen,525 Causley Street,Blind River,2017-06-19,No infractions found at the time of inspection
North Shore Health Network Kitchen,525 Causley Street,Blind River,2017-06-19,Food is held at 4°C (40°F) or less
North Shore Health Network Kitchen,525 Causley Street,Blind River,2017-02-21,No infractions found at the time of inspection
North Shore Health Network Kitchen,525 Causley Street,Blind River,2017-02-21,No infractions found at the time of inspection
North Street Dine or Dash,412 North Street,Sault Ste. Marie,2017-11-27,No infractions found at the time of inspection
North Street Dine or Dash,412 North Street,Sault Ste. Marie,2017-11-27,No infractions found at the time of inspection
North Street Dine or Dash,412 North Street,Sault Ste. Marie,2017-06-19,No infractions found at the time of inspection
North Street Dine or Dash,412 North Street,Sault Ste. Marie,2017-06-19,No infractions found at the time of inspection
North Street Dine or Dash,412 North Street,Sault Ste. Marie,2016-09-28,No infractions found at the time of inspection
North Street Dine or Dash,412 North Street,Sault Ste. Marie,2016-09-28,"Food contact surfaces properly designed, constructed, installed and maintained"
North Street Dine or Dash,412 North Street,Sault Ste. Marie,2016-09-28,Hand washing basin with supplies of soap and paper towels in dispensers
Northcrest Bowling Lanes,229  Great Northern Road,Sault Ste. Marie,2017-09-25,No infractions found at the time of inspection
Northcrest Bowling Lanes,229  Great Northern Road,Sault Ste. Marie,2017-09-25,Food is held at 4°C (40°F) or less
Northcrest Bowling Lanes,229  Great Northern Road,Sault Ste. Marie,2017-09-25,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Northcrest Bowling Lanes,229  Great Northern Road,Sault Ste. Marie,2017-05-12,No infractions found at the time of inspection
Northcrest Bowling Lanes,229  Great Northern Road,Sault Ste. Marie,2017-05-12,No infractions found at the time of inspection
Northcrest Bowling Lanes,229  Great Northern Road,Sault Ste. Marie,2017-05-10,Proper use and storage of clean utensils (including single service utensils)
Northcrest Bowling Lanes,229  Great Northern Road,Sault Ste. Marie,2017-05-10,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Northcrest Bowling Lanes,229  Great Northern Road,Sault Ste. Marie,2017-05-10,Food protected from potential contamination and adulteration
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-11-24,No infractions found at the time of inspection
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-11-24,Food is held at 4°C (40°F) or less
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-11-24,Hot holding: minimum of 60°C (140°F) after cooking / rapid re-heating
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-07-26,No infractions found at the time of inspection
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-07-26,No infractions found at the time of inspection
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-07-24,"Adequate protection against the entrance of insects, birds, rodents, and other pests and animals"
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-07-24,"Floors, walls, and ceilings clean and in good repair"
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-07-24,"Food contact surfaces properly designed, constructed, installed and maintained"
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-07-24,Food protected from potential contamination and adulteration
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-07-24,General housekeeping is satisfactory
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-07-24,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-07-24,The premises is operated and maintained free from every condition that may be a health hazard
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-07-24,Thermometers used to verify food preparation and storage temperatures;
Northern Grand Gardens,1324 Great Northern Road,Sault Ste. Marie,2017-07-24,No infractions found at the time of inspection
Northern Heights P.S. Serving Kitchen,210 Grand Blvd.,Sault Ste. Marie,2016-12-05,No infractions found at the time of inspection
Northern Heights P.S. Serving Kitchen,210 Grand Blvd.,Sault Ste. Marie,2016-12-05,No infractions found at the time of inspection
Northern Heights P.S. Serving Kitchen,210 Grand Blvd.,Sault Ste. Marie,2016-11-14,Sanitize test kit / thermometer readily available for verifying dishwashing and sanitizing temperatures
Northern Heights P.S. Serving Kitchen,210 Grand Blvd.,Sault Ste. Marie,2016-11-14,No infractions found at the time of inspection
Northern Quality Meats,290 Deplonty Road,Bruce Mines,2017-11-22,No infractions found at the time of inspection
Northern Quality Meats,290 Deplonty Road,Bruce Mines,2017-11-22,No infractions found at the time of inspection
Northern Quality Meats,290 Deplonty Road,Bruce Mines,2016-12-13,No infractions found at the time of inspection
Northern Quality Meats,290 Deplonty Road,Bruce Mines,2016-12-13,No infractions found at the time of inspection
Northern Quality Meats,290 Deplonty Road,Bruce Mines,2015-09-29,No infractions found at the time of inspection
Northern Quality Meats,290 Deplonty Road,Bruce Mines,2015-09-29,No infractions found at the time of inspection
Northern Youth Services - Justice Holder House,631  Second Line,Sault Ste. Marie,2017-05-30,No infractions found at the time of inspection
Northern Youth Services - Justice Holder House,631  Second Line,Sault Ste. Marie,2017-05-30,No infractions found at the time of inspection
Northern Youth Services - Justice Holder House,631  Second Line,Sault Ste. Marie,2016-10-31,No infractions found at the time of inspection
Northern Youth Services - Justice Holder House,631  Second Line,Sault Ste. Marie,2016-10-31,No infractions found at the time of inspection
Northern Youth Services - Justice Holder House,631  Second Line,Sault Ste. Marie,2016-03-01,No infractions found at the time of inspection
